fastmcp,fastmcp_docker,node,node_docker
0.3608677499978512,1.5913737500013667,0.21953666699846508,0.2694346250027593
0.3513914590002969,1.6674657090006804,0.07843137500094599,0.24491329100055736
0.354728124999383,2.0492142919974867,0.058635457997297635,0.23361099999965518
0.3530038749995583,1.5853751249997003,0.05823841600067681,0.24366441600068356
0.34824899999875925,1.5741979590020492,0.06009266700129956,0.25298833300257684
0.3419135840013041,1.5257561670005089,0.057580166998377535,0.23738108300312888
0.3397569580010895,1.5355850419982744,0.05839170900071622,0.24794145799751277
0.3385707499983255,1.5036490840029728,0.05864849999852595,0.2532317500008503
0.36542358299993793,1.5108194169988565,0.058677582997916033,0.23666412500097067
0.34039525000116555,1.4884793750024983,0.05999608300044201,0.2686573339997267
0.3443777909997152,1.565594042000157,0.058208500002365327,0.23567525000180467
0.3450859579970711,1.527224458001001,0.058202749998599757,0.23683920899929944
0.3365949590006494,1.57414133400016,0.05782812499819556,0.24632987500081072
0.3347589160002826,1.5205129999994824,0.06266795799820102,0.23831862499719136
0.34014695799851324,1.5656007079996925,0.0606850839976687,0.2446046250006475
0.34024562500053435,1.5156129999995755,0.05691166700125905,0.24224512499858974
0.3365085840014217,1.4894357500015758,0.05739491600252222,0.23691579100341187
0.33660062499984633,1.4862636670004576,0.05675641600100789,0.24584112499724142
0.3350138749992766,1.541089958998782,0.057451542001217604,0.24044374999721185
0.3379967079999915,1.5031724170003145,0.057235707998188445,0.24359700000059092
0.33390445899931365,1.5357606670004316,0.05763466699863784,0.2256954170006793
0.34171975000208477,1.5329845830019622,0.05768366700067418,0.22799854100230732
0.35617624999940745,1.5017839169995568,0.05736016599985305,0.2268057500004943
0.35267216700231074,1.5015160410002864,0.05631695799820591,0.24633479100157274
0.3514815419985098,1.5329025000028196,0.05697887499991339,0.2358503750001546
0.348428208999394,1.5184810840000864,0.05842249999841442,0.2369814999983646
0.3509797080005228,1.5058015840004373,0.057136708001053194,0.25569233300120686
0.3509578750017681,1.6127708749991143,0.058123583999986295,0.2506984999999986
0.35384254199743737,1.5326305000016873,0.05746637500124052,0.24104166699908092
0.3393258330033859,1.5525296249979874,0.06065054099963163,0.23486891699940315
0.34254637499907403,1.761314624996885,0.05839445900346618,0.22977741599970614
0.33827116699831095,1.5112464589983574,0.05755124999996042,0.232411624998349
0.3388655419985298,1.4886313330025587,0.057651541002996964,0.2431490839990147
0.338862832999439,1.5685980829985056,0.05937195799924666,0.24275308399955975
0.33981541599860066,1.5418006250001781,0.05910395799946855,0.250517291999131
0.33975575000295066,1.5068511250028678,0.05725883299965062,0.24030120799943688
0.33426474999942,1.5054462910011353,0.06020416700266651,0.23722320799788577
0.34307991699824925,1.7582820419993368,0.057557708998501766,0.2509080420022656
0.3384146249991318,1.5906596669992723,0.05651575000229059,0.2407758749977802
0.35462162499970873,1.5275126659980742,0.05813225000019884,0.23381733399946825
0.33936275000087335,1.5468596249993425,0.057719417000043904,0.2335493749997113
0.33966720799799077,1.5178997080001864,0.05844137500025681,0.2315616250016319
0.3355787500004226,1.4955662909997045,0.0579394999986107,0.2454772499986575
0.33824312500291853,1.5042828750010813,0.05904858299982152,0.2299085839986219
0.33857124999849475,1.5758712499991816,0.058154750000539934,0.23132845899817767
0.3669588749980903,1.655271083000116,0.05955349999931059,0.23282695799935027
0.3404819579991454,1.4957262089992582,0.05837920799967833,0.2353172920011275
0.34395966599913663,1.4862194999986968,0.058907250000629574,0.22929754199867602
0.34929050000209827,1.493560583996441,0.05913950000103796,0.24226491599984
0.34669841700088,1.5615393750013027,0.059201959000347415,0.2345882920017175
0.3467637920002744,1.5064876659998845,0.05832604199895286,0.24949170900072204
0.3400752499983355,1.5157601249993604,0.059689541998523055,0.2518361250004091
0.4109783329986385,1.8413926249995711,0.05909658300151932,0.24367283399988082
0.35670433300037985,1.654140999999072,0.05741829199905624,0.22892116699949838
0.3455610000019078,1.4827951659972314,0.059562582999205915,0.23636020900084986
0.3485398749980959,1.5980488749992219,0.05864775000009104,0.22259441600181162
0.3625830409982882,1.5217333340006007,0.05734058300004108,0.26586166699780733
0.3556732920005743,1.548026332999143,0.05902554199929,0.25681779199658195
0.3506092079987866,1.503846125000564,0.056753042001219,0.24049583300075028
0.37075041700154543,1.4937632080000185,0.05865395799992257,0.2229358750009851
0.3523668749985518,1.5224223749974044,0.058957916997314896,0.2613101249989995
0.3479040839993104,1.5109321250020002,0.059709208999265684,0.23293166599978576
0.3405767920012295,1.4821477920013422,0.060624792000453454,0.2442817080009263
0.3333095840025635,1.4903042499972798,0.05740012499882141,0.2435752080018574
0.3478836249996675,1.5254940000013448,0.059605916001601145,0.23045729200021015
0.3489843749994179,1.4927292079992185,0.059524709002289455,0.23123045800093678
0.3505425000003015,1.51820724999925,0.06039237500226591,0.24378716600040207
0.34801916599826654,1.5005763330009358,0.059707291999075096,0.2713312079977186
0.35178054199786857,1.55052962499758,0.05930854200050817,0.2516944160015555
0.35560454100050265,1.4827547499990033,0.06038416600131313,0.23511399999915739
0.3531272500003979,1.513047958000243,0.059111042002768954,0.2238153329999477
0.3521297080005752,1.4785687500007043,0.07366099999853759,0.2444648339987907
0.34891754199998104,1.488545542000793,0.08092300000134856,0.22426545900088968
0.36961662500107195,1.5604128340019088,0.0586333339997509,0.23313566700016963
0.35385862499970244,1.5049455830012448,0.05664254200019059,0.22873437499947613
0.3608566249968135,1.541692292001244,0.05817358399872319,0.2644854169993778
0.352303416999348,1.51120895799977,0.05754183299723081,0.2531916669977363
0.34653379099836457,1.4979784169991035,0.057527916000253754,0.2596378750022268
0.34608654100156855,1.533587792000617,0.08080220899864798,0.2551261249973322
0.348983625000983,1.5032686250015104,0.05893674999970244,0.2345317500003148
0.3514002089978021,1.5044121659993834,0.058117499997024424,0.2514565420024155
0.3605586250014312,1.5510999159996572,0.057043458000407554,0.23117950000232668
0.36120149999987916,1.5055151249980554,0.05988625000100001,0.2507510830000683
0.3461787499982165,1.5283115839993116,0.05895229199813912,0.2399942079973698
0.3521887910028454,1.5144167090002156,0.058408291999512585,0.22198991700133774
0.35808349999933853,1.5304384590017435,0.058564500002830755,0.2425707920010609
0.3470320830019773,1.514527667000948,0.059793958000227576,0.2433394590007083
0.3689140829992539,1.5292183749988908,0.05804445800094982,0.23895850000189967
0.34410112499972456,1.593541374997585,0.0605202080005256,0.24524483300046995
0.3499659580011212,1.553574875000777,0.05875245800052653,0.25853545800055144
0.35749133300123503,1.5169976670003962,0.060155874998599757,0.2449174170033075
0.3479889579975861,1.5426514589998988,0.05869695799992769,0.22338241699981154
0.3433113749997574,1.5136744579976948,0.058639500002755085,0.23736216700126533
0.33643258399752085,1.5069816670002183,0.059244667001621565,0.23824433399931877
0.3459145000015269,1.5321079999994254,0.06387754100069287,0.2401775420003105
0.34379345900015323,1.5049898750003194,0.059885709000809584,0.25292991700189305
0.3405349999993632,1.4970189579980797,0.057078834001004,0.26115129200115916
0.3471720830020786,1.533241042001464,0.05727654200018151,0.250837584000692
0.35097791600128403,1.493712499999674,0.05614900000000489,0.24430937500073924
0.34535266699822387,1.5269208339996112,0.059558249999099644,0.23684508400037885
